id_calendario,id_funcionario,id_veiculo,valor_despesa,tipo_despesa,descricao,hora_compra
30,21,45,4685.15,MANUTENCAO,Nostrum excepturi ducimus.,12:00:00
14,21,191,4938.13,MANUTENCAO,Exercitationem corrupti autem nostrum quae debitis.,12:00:00
301,21,38,1908.78,MANUTENCAO,Quia voluptatem quidem provident voluptatum.,12:00:00
228,21,59,2645.08,MANUTENCAO,Maxime atque vitae doloribus voluptates sed.,12:00:00
238,21,54,986.57,MANUTENCAO,Recusandae culpa consectetur blanditiis.,12:00:00
116,21,222,1324.36,MANUTENCAO,Soluta excepturi tempora debitis nisi mollitia.,12:00:00
63,21,150,3395.11,MANUTENCAO,Voluptatibus nostrum neque adipisci magnam eaque omnis quos.,12:00:00
97,21,138,3576.18,MANUTENCAO,Nobis voluptatibus consequatur ratione voluptate.,12:00:00
130,21,172,3208.47,MANUTENCAO,Possimus at quod culpa.,12:00:00
120,21,44,4284.52,MANUTENCAO,Dicta distinctio nobis modi quibusdam repellendus beatae repudiandae.,12:00:00
92,21,142,1460.27,MANUTENCAO,Nemo debitis pariatur amet recusandae pariatur.,12:00:00
131,21,118,3530.95,MANUTENCAO,Suscipit repudiandae dignissimos molestiae dolores fugit saepe.,12:00:00
194,21,185,1667.17,MANUTENCAO,In voluptate beatae iste.,12:00:00
78,21,47,2528.38,MANUTENCAO,Quia non reiciendis inventore ab animi nemo.,12:00:00
244,21,118,4182.15,MANUTENCAO,Tenetur rerum omnis tempore ab.,12:00:00
171,21,65,955.09,MANUTENCAO,Incidunt natus culpa reiciendis autem.,12:00:00
247,21,61,2164.86,MANUTENCAO,Esse quia similique quod vero voluptatibus.,12:00:00
188,21,135,3718.56,MANUTENCAO,Officia architecto dolorum neque excepturi.,12:00:00
207,21,216,1852.98,MANUTENCAO,Quas fuga unde corrupti at.,12:00:00
153,21,215,3640.55,MANUTENCAO,Tenetur itaque distinctio iste ratione excepturi.,12:00:00
237,21,54,1307.87,MANUTENCAO,In quam est porro beatae.,12:00:00
219,21,90,3916.14,MANUTENCAO,Recusandae officia beatae veritatis cum.,12:00:00
69,21,146,3247.62,MANUTENCAO,Fuga tempore beatae tempore quam ducimus.,12:00:00
45,21,197,1226.31,MANUTENCAO,Ratione nobis quibusdam dignissimos numquam eum.,12:00:00
62,21,128,1383.04,MANUTENCAO,Reprehenderit cumque nisi consequatur architecto numquam modi.,12:00:00
245,21,42,4915.24,MANUTENCAO,Possimus officiis quos commodi harum nemo officia.,12:00:00
311,21,227,837.88,MANUTENCAO,Ea temporibus vero explicabo ratione.,12:00:00
186,21,136,700.90,MANUTENCAO,Reprehenderit labore laborum porro asperiores.,12:00:00
162,21,146,4406.65,MANUTENCAO,Enim minima ad temporibus unde iusto.,12:00:00
200,21,202,464.95,MANUTENCAO,Suscipit recusandae voluptatibus quis provident magni.,12:00:00
263,21,69,1771.53,MANUTENCAO,Quibusdam laborum ab rem ut cum officiis modi.,12:00:00
138,21,141,1275.96,MANUTENCAO,Harum neque molestias et corporis neque.,12:00:00
151,21,137,3376.06,MANUTENCAO,Nihil dignissimos libero debitis aspernatur tenetur harum.,12:00:00
202,21,161,637.95,MANUTENCAO,Libero quam dolore eaque reprehenderit beatae alias.,12:00:00
155,21,147,881.77,MANUTENCAO,Possimus consequuntur eius repellendus eum dolorem distinctio.,12:00:00
287,21,217,3558.10,MANUTENCAO,Eos qui delectus aliquam.,12:00:00
40,21,209,176.16,MANUTENCAO,Laudantium blanditiis id commodi necessitatibus reprehenderit molestias.,12:00:00
20,21,17,4648.53,MANUTENCAO,Maxime tempore eius dolorem laudantium.,12:00:00
144,21,182,490.08,MANUTENCAO,Unde quibusdam quod doloribus.,12:00:00
178,21,59,4022.34,MANUTENCAO,Sequi aliquid repudiandae ad.,12:00:00
31,21,90,194.64,MANUTENCAO,Laborum deleniti ab perspiciatis quae voluptatem commodi commodi.,12:00:00
184,21,38,486.25,MANUTENCAO,Sunt voluptatem sunt necessitatibus cum id.,12:00:00
193,21,172,993.01,MANUTENCAO,Quia atque saepe vitae velit.,12:00:00
167,21,232,3516.79,MANUTENCAO,Porro ipsa neque in culpa quia laborum.,12:00:00
106,21,147,2066.04,MANUTENCAO,Accusantium aliquam eum.,12:00:00
279,21,127,1474.13,MANUTENCAO,Cum assumenda natus placeat doloribus doloribus.,12:00:00
91,21,237,2508.87,MANUTENCAO,Placeat fugit laudantium temporibus ratione praesentium maiores fugit.,12:00:00
284,21,191,592.28,MANUTENCAO,Error voluptas ad soluta et.,12:00:00
80,21,217,2181.33,MANUTENCAO,Iusto ea asperiores a minus ad.,12:00:00
301,21,230,1957.34,MANUTENCAO,Sit quia suscipit fuga.,12:00:00
89,21,96,2358.90,MANUTENCAO,Magni eum esse deserunt voluptates ad facilis.,12:00:00
53,21,145,3423.54,MANUTENCAO,Tempora non quis est.,12:00:00
51,21,70,3084.88,MANUTENCAO,Occaecati deleniti ipsum dolorem distinctio eveniet.,12:00:00
250,21,208,4154.38,MANUTENCAO,Quos at fugit sequi dicta ducimus eos.,12:00:00
250,21,124,4955.01,MANUTENCAO,Voluptates corrupti repudiandae.,12:00:00
221,21,102,3273.59,MANUTENCAO,Cum alias itaque omnis vero soluta.,12:00:00
214,21,111,782.41,MANUTENCAO,Consequatur reprehenderit explicabo corporis voluptates pariatur.,12:00:00
294,21,189,2439.78,MANUTENCAO,Dolor quia quia porro quidem iste voluptatibus.,12:00:00
256,21,55,1044.11,MANUTENCAO,Doloribus assumenda vero perspiciatis iste inventore.,12:00:00
114,21,173,4614.96,MANUTENCAO,Vero consequatur vero aliquam.,12:00:00
131,21,134,987.01,MANUTENCAO,Doloremque voluptatem quam incidunt.,12:00:00
268,21,89,4501.49,MANUTENCAO,Ut repellat sint quam porro.,12:00:00
248,21,229,2515.56,MANUTENCAO,Eius fuga suscipit aut nemo.,12:00:00
261,21,76,739.01,MANUTENCAO,Deleniti mollitia veritatis placeat quaerat doloremque.,12:00:00
100,21,196,1611.68,MANUTENCAO,Provident earum blanditiis soluta expedita cupiditate.,12:00:00
273,21,35,4715.26,MANUTENCAO,Ipsum ex quo assumenda debitis omnis.,12:00:00
267,21,244,1170.83,MANUTENCAO,Beatae ducimus dolorem in cumque beatae.,12:00:00
117,21,71,4459.19,MANUTENCAO,Ratione corporis qui aspernatur.,12:00:00
273,21,129,2881.00,MANUTENCAO,Natus occaecati omnis fuga adipisci.,12:00:00
249,21,162,3960.05,MANUTENCAO,Similique aliquid necessitatibus dignissimos.,12:00:00
82,21,115,897.90,MANUTENCAO,Nostrum veniam odio deleniti saepe tempora.,12:00:00
192,21,107,4340.62,MANUTENCAO,Consectetur recusandae cumque exercitationem non aperiam maxime.,12:00:00
262,21,97,275.19,MANUTENCAO,Illo eveniet et sapiente exercitationem deleniti ab non.,12:00:00
107,21,83,2661.64,MANUTENCAO,Dolores reprehenderit neque aspernatur earum.,12:00:00
212,21,56,4842.47,MANUTENCAO,Quisquam debitis quo hic.,12:00:00
19,21,201,506.69,MANUTENCAO,Recusandae vel nisi molestiae rerum tenetur quia.,12:00:00
116,21,180,4391.01,MANUTENCAO,Veritatis eos minima quam.,12:00:00
130,21,179,1024.43,MANUTENCAO,Quam tempora blanditiis dolore.,12:00:00
117,21,160,244.57,MANUTENCAO,Consectetur ad repudiandae soluta cum.,12:00:00
225,21,148,898.65,MANUTENCAO,Doloremque minima delectus cumque vero.,12:00:00
68,21,173,1582.18,MANUTENCAO,Provident illo delectus numquam.,12:00:00
15,21,200,2681.35,MANUTENCAO,Recusandae neque sint dicta nesciunt placeat harum possimus.,12:00:00
275,21,81,260.60,MANUTENCAO,Excepturi eum provident nobis odio provident.,12:00:00
102,21,221,3906.81,MANUTENCAO,Totam autem illum nulla nobis iure porro.,12:00:00
55,21,96,4649.73,MANUTENCAO,Dolor error saepe nemo ad aliquid sequi.,12:00:00
223,21,96,362.01,MANUTENCAO,A doloremque vitae quam accusamus cumque.,12:00:00
165,21,224,2955.55,MANUTENCAO,In atque eaque exercitationem.,12:00:00
112,21,142,338.76,MANUTENCAO,Quasi et quas accusamus adipisci.,12:00:00
53,21,37,4709.48,MANUTENCAO,Inventore labore dolor debitis.,12:00:00
280,21,170,1023.48,MANUTENCAO,Quisquam ipsam totam ipsum quis.,12:00:00
15,21,238,3761.69,MANUTENCAO,Distinctio qui at perferendis.,12:00:00
264,21,125,4487.53,MANUTENCAO,Recusandae laudantium itaque facilis.,12:00:00
164,21,83,2786.14,MANUTENCAO,Minus alias cum earum nesciunt beatae quidem.,12:00:00
151,21,226,2250.68,MANUTENCAO,Sunt commodi dolor repellat totam laboriosam laborum dignissimos.,12:00:00
235,21,111,2053.18,MANUTENCAO,Facere animi nulla illum fugiat aliquam.,12:00:00
155,21,92,1336.98,MANUTENCAO,Reiciendis asperiores debitis quae.,12:00:00
82,21,174,3317.61,MANUTENCAO,Voluptatem modi voluptatibus eaque blanditiis.,12:00:00
46,21,250,2629.68,MANUTENCAO,Vero doloribus delectus accusamus.,12:00:00
241,21,158,2526.99,MANUTENCAO,Exercitationem animi sit corrupti molestiae natus unde fugiat.,12:00:00
80,21,63,3000.49,MANUTENCAO,Suscipit beatae molestiae vero.,12:00:00
312,21,244,4631.86,MANUTENCAO,Necessitatibus impedit accusamus delectus aspernatur ad.,12:00:00
58,21,170,879.98,MANUTENCAO,Temporibus neque quis vel.,12:00:00
185,21,162,1640.01,MANUTENCAO,In delectus necessitatibus asperiores in perspiciatis.,12:00:00
47,21,260,2526.81,MANUTENCAO,Nisi voluptatem aut debitis maxime.,12:00:00
169,21,82,2313.16,MANUTENCAO,Quaerat itaque reiciendis.,12:00:00
155,21,27,3713.41,MANUTENCAO,Vel hic quia.,12:00:00
45,21,253,4720.59,MANUTENCAO,Asperiores optio officiis ea eos doloribus et.,12:00:00
29,21,113,3709.70,MANUTENCAO,Laudantium quaerat architecto rerum quia itaque autem aperiam.,12:00:00
280,21,21,4012.86,MANUTENCAO,Nulla soluta atque repudiandae laborum nesciunt sit.,12:00:00
5,21,232,3358.09,MANUTENCAO,Voluptates ut eveniet expedita quod vel doloremque.,12:00:00
1,21,230,2092.74,MANUTENCAO,Cum soluta ipsa consequuntur quo.,12:00:00
267,21,140,1344.12,MANUTENCAO,Voluptas iusto sapiente.,12:00:00
235,21,103,3796.77,MANUTENCAO,Odit repudiandae maxime non.,12:00:00
236,21,25,343.73,MANUTENCAO,Ratione minus modi fugit eum reiciendis distinctio.,12:00:00
17,21,182,645.18,MANUTENCAO,Magnam mollitia corrupti ex.,12:00:00
206,21,83,1840.50,MANUTENCAO,Totam quis vitae maiores.,12:00:00
198,21,61,3832.66,MANUTENCAO,Minus impedit consectetur possimus perspiciatis officia architecto veniam.,12:00:00
303,21,178,4831.92,MANUTENCAO,Iusto quaerat repellat necessitatibus.,12:00:00
6,21,214,3025.89,MANUTENCAO,Perspiciatis laborum optio ipsa adipisci harum exercitationem.,12:00:00
224,21,140,1571.28,MANUTENCAO,Corrupti nisi earum magnam natus aliquam modi.,12:00:00
130,21,193,644.30,MANUTENCAO,Sint accusamus tenetur ea inventore repellat placeat.,12:00:00
305,21,106,3532.64,MANUTENCAO,Nemo alias nihil incidunt eligendi est.,12:00:00
156,21,71,4595.95,MANUTENCAO,Laborum suscipit numquam autem consequuntur ducimus.,12:00:00
134,21,224,1889.40,MANUTENCAO,Adipisci illum sed.,12:00:00
119,21,123,2227.80,MANUTENCAO,Corrupti veritatis enim impedit officia eligendi blanditiis.,12:00:00
219,21,74,4369.91,MANUTENCAO,Delectus tenetur occaecati.,12:00:00
308,21,230,753.42,MANUTENCAO,Voluptatibus ipsum repudiandae ut.,12:00:00
157,21,51,2007.32,MANUTENCAO,Illum numquam nostrum recusandae similique quaerat.,12:00:00
242,21,96,3531.93,MANUTENCAO,Itaque velit maiores suscipit eius possimus.,12:00:00
305,21,194,2680.49,MANUTENCAO,Enim necessitatibus minus at ducimus fugiat.,12:00:00
295,21,186,3035.98,MANUTENCAO,Harum cupiditate qui quis.,12:00:00
129,21,106,3033.14,MANUTENCAO,Atque natus explicabo repellat itaque aliquam vitae.,12:00:00
64,21,224,1775.80,MANUTENCAO,Qui animi alias beatae ipsa voluptate autem.,12:00:00
7,21,147,4665.40,MANUTENCAO,Soluta ipsa labore asperiores esse ad.,12:00:00
30,21,229,1177.42,MANUTENCAO,Doloremque nulla minima molestiae.,12:00:00
3,21,173,3769.28,MANUTENCAO,Ipsum porro temporibus cumque ea temporibus.,12:00:00
46,21,125,3102.03,MANUTENCAO,Aut nisi consequuntur assumenda.,12:00:00
188,21,13,451.78,MANUTENCAO,Optio vel excepturi labore.,12:00:00
50,21,124,2873.15,MANUTENCAO,Enim laborum reiciendis ipsum libero qui.,12:00:00
298,21,80,3557.25,MANUTENCAO,Doloremque quidem maxime voluptate consectetur eos molestiae.,12:00:00
51,21,250,3953.94,MANUTENCAO,Fugiat voluptatum architecto iure aliquam officiis.,12:00:00
248,21,162,4715.67,MANUTENCAO,Sequi optio accusantium unde reiciendis.,12:00:00
274,21,265,3233.26,MANUTENCAO,Quia quae ab voluptatum illo recusandae.,12:00:00
110,21,46,2621.01,MANUTENCAO,Cum ipsum optio quidem repellat officiis velit distinctio.,12:00:00
151,21,138,767.80,MANUTENCAO,Velit aut repellat.,12:00:00
214,21,266,1175.92,MANUTENCAO,Rem vero delectus non.,12:00:00
127,21,267,3903.82,MANUTENCAO,Nobis dignissimos quasi amet veritatis incidunt unde corrupti.,12:00:00
110,21,128,3581.85,MANUTENCAO,Cupiditate veniam modi harum earum eius praesentium at.,12:00:00
211,21,179,800.10,MANUTENCAO,Amet maiores delectus similique quidem illum.,12:00:00
119,21,193,4630.50,MANUTENCAO,Explicabo veritatis sunt dignissimos.,12:00:00
136,21,184,2562.20,MANUTENCAO,Repellat ad illum aut eligendi alias.,12:00:00
247,21,265,1401.47,MANUTENCAO,Saepe porro commodi nostrum temporibus accusamus.,12:00:00
41,21,260,3841.84,MANUTENCAO,Ullam reiciendis repellendus reiciendis quos est quas iste.,12:00:00
186,21,131,1126.08,MANUTENCAO,Veritatis ut consequuntur ex quos.,12:00:00
18,21,183,2904.40,MANUTENCAO,Eveniet eligendi facere deleniti reiciendis consequuntur.,12:00:00
119,21,178,3626.25,MANUTENCAO,Laborum culpa consequuntur ex earum quis veritatis.,12:00:00
260,21,188,4717.70,MANUTENCAO,Possimus quam alias.,12:00:00
299,21,186,728.00,MANUTENCAO,Minus quod minima minus iusto.,12:00:00
108,21,71,1769.56,MANUTENCAO,Expedita impedit nisi fuga necessitatibus commodi.,12:00:00
64,21,65,4287.54,MANUTENCAO,Pariatur unde rerum architecto molestiae quas.,12:00:00
30,21,132,3713.81,MANUTENCAO,Doloribus ad nulla amet ea.,12:00:00
87,21,178,3372.11,MANUTENCAO,Incidunt eius deserunt.,12:00:00
276,21,85,992.67,MANUTENCAO,Laborum temporibus officiis quaerat dicta.,12:00:00
35,21,141,2775.27,MANUTENCAO,Incidunt velit fugiat vero nobis neque.,12:00:00
110,21,38,3087.09,MANUTENCAO,Deleniti dolorum ex consectetur.,12:00:00
254,21,104,4063.38,MANUTENCAO,Dolore excepturi repudiandae possimus quis.,12:00:00
276,21,252,1867.27,MANUTENCAO,Distinctio eum fuga impedit accusantium.,12:00:00
274,21,37,3087.28,MANUTENCAO,Sint fuga error dolore non nisi exercitationem.,12:00:00
125,21,101,4732.05,MANUTENCAO,Odit placeat impedit et deserunt dicta voluptate.,12:00:00
103,21,261,2270.91,MANUTENCAO,Incidunt sequi corrupti voluptas.,12:00:00
232,21,15,3238.45,MANUTENCAO,Exercitationem voluptatibus itaque.,12:00:00
177,21,179,4169.86,MANUTENCAO,Iure rerum nam illum doloremque officiis beatae.,12:00:00
16,21,81,395.54,MANUTENCAO,Dolores non magni dolorem.,12:00:00
109,21,154,1708.08,MANUTENCAO,Illum repudiandae vero deserunt odit beatae commodi.,12:00:00
229,21,43,327.19,MANUTENCAO,Ea blanditiis rem itaque earum.,12:00:00
269,21,24,4727.88,MANUTENCAO,Nostrum incidunt nam reiciendis magni molestias.,12:00:00
137,21,266,425.83,MANUTENCAO,Cumque quia quasi accusantium eum veniam occaecati rem.,12:00:00
195,21,54,1292.93,MANUTENCAO,Accusamus dignissimos cumque harum dolores quo tempore.,12:00:00
153,21,25,4374.78,MANUTENCAO,Nam cum officiis adipisci ex cumque officiis.,12:00:00
199,21,17,3957.79,MANUTENCAO,Quas explicabo officiis error earum facilis.,12:00:00
73,21,152,480.72,MANUTENCAO,Labore aperiam provident pariatur eaque accusamus.,12:00:00
108,21,221,4249.21,MANUTENCAO,Perferendis blanditiis quis.,12:00:00
110,21,88,258.86,MANUTENCAO,Esse quae dolorem rerum ea est excepturi excepturi.,12:00:00
204,21,198,4438.40,MANUTENCAO,Tempore aliquam temporibus libero commodi.,12:00:00
228,21,45,3044.76,MANUTENCAO,Impedit iure veritatis aliquid perspiciatis molestiae.,12:00:00
50,21,128,4886.89,MANUTENCAO,At officiis ex id.,12:00:00
261,21,139,791.15,MANUTENCAO,Saepe corrupti assumenda excepturi quam tenetur ipsam.,12:00:00
246,21,65,402.64,MANUTENCAO,Nemo a perferendis dicta ad dicta expedita.,12:00:00
85,21,118,3992.41,MANUTENCAO,Reprehenderit animi neque hic nesciunt.,12:00:00
127,21,150,459.76,MANUTENCAO,Ratione perferendis necessitatibus cumque.,12:00:00
127,21,149,3421.66,MANUTENCAO,Quidem maxime consequuntur itaque.,12:00:00
44,21,198,427.11,MANUTENCAO,Velit eum officiis error iure culpa nesciunt.,12:00:00
190,21,145,4280.42,MANUTENCAO,Esse numquam ut possimus sequi.,12:00:00
215,21,83,2860.90,MANUTENCAO,Quas adipisci necessitatibus illum ad blanditiis molestias.,12:00:00
179,21,28,2896.44,MANUTENCAO,Optio aut et earum totam magni delectus.,12:00:00
182,21,226,3835.38,MANUTENCAO,Quaerat exercitationem dolores alias.,12:00:00
209,21,245,1431.98,MANUTENCAO,Deleniti animi ea natus.,12:00:00
46,21,115,1380.76,MANUTENCAO,Ex id molestiae voluptas cupiditate consectetur mollitia.,12:00:00
51,21,231,4686.35,MANUTENCAO,Doloribus ipsum iste laborum.,12:00:00
215,21,33,1932.57,MANUTENCAO,Earum officia est expedita quaerat perspiciatis.,12:00:00
77,21,261,2973.24,MANUTENCAO,Inventore odio nihil vel doloribus.,12:00:00
291,21,246,4378.72,MANUTENCAO,Expedita eveniet dicta blanditiis molestias.,12:00:00
164,21,55,277.96,MANUTENCAO,Repellendus natus veritatis aliquam aliquam consequatur.,12:00:00
85,21,220,2061.26,MANUTENCAO,Similique blanditiis nobis qui suscipit.,12:00:00
96,21,176,2004.93,MANUTENCAO,Incidunt est nam corrupti necessitatibus autem.,12:00:00
235,21,240,1572.68,MANUTENCAO,Blanditiis atque neque explicabo.,12:00:00
83,21,24,2200.36,MANUTENCAO,Voluptatibus facere a eos sequi debitis aliquam.,12:00:00
78,21,31,2792.20,MANUTENCAO,Quasi harum ipsam saepe rem iure.,12:00:00
253,21,224,337.12,MANUTENCAO,Ex amet sapiente totam.,12:00:00
175,21,172,801.83,MANUTENCAO,Unde dolorem iusto porro dicta eum.,12:00:00
90,21,137,3165.51,MANUTENCAO,Cumque natus cupiditate dolorum iusto.,12:00:00
253,21,238,3768.98,MANUTENCAO,Cupiditate doloribus saepe voluptates voluptatum ad odit.,12:00:00
101,21,211,3524.90,MANUTENCAO,Odit nihil quasi et aliquam et vel.,12:00:00
265,21,140,3505.18,MANUTENCAO,Numquam cum quam autem corrupti facilis excepturi.,12:00:00
80,21,136,1608.83,MANUTENCAO,Nostrum debitis exercitationem expedita.,12:00:00
235,21,43,1443.63,MANUTENCAO,Earum porro atque est esse.,12:00:00
298,21,30,2195.60,MANUTENCAO,Ea rerum qui quibusdam.,12:00:00
41,21,159,2948.43,MANUTENCAO,Praesentium earum recusandae delectus odio architecto totam in.,12:00:00
53,21,223,1297.69,MANUTENCAO,Aliquid pariatur libero necessitatibus dolorem.,12:00:00
112,21,22,2440.70,MANUTENCAO,At eaque eveniet similique itaque.,12:00:00
134,21,195,1201.59,MANUTENCAO,Veniam ullam deserunt unde illum quam vel.,12:00:00
69,21,149,2258.62,MANUTENCAO,Quos magnam libero excepturi harum.,12:00:00
220,21,27,3659.89,MANUTENCAO,Unde eos blanditiis maiores asperiores illo sunt alias.,12:00:00
61,21,163,1503.45,MANUTENCAO,Eaque rem vero quod earum.,12:00:00
308,21,32,4146.96,MANUTENCAO,Magnam perferendis voluptatum rerum tempora repellendus praesentium suscipit.,12:00:00
279,21,254,4482.56,MANUTENCAO,Dolores facere voluptate quam.,12:00:00
141,21,112,3264.17,MANUTENCAO,Quibusdam voluptate quibusdam ipsam esse magni quia.,12:00:00
180,21,100,2397.61,MANUTENCAO,Aliquam nostrum voluptatum aut.,12:00:00
267,21,106,3509.29,MANUTENCAO,Odio omnis iusto eligendi hic repellendus dignissimos.,12:00:00
177,21,19,4099.77,MANUTENCAO,Dolore exercitationem optio temporibus nisi commodi.,12:00:00
167,21,270,490.72,MANUTENCAO,Temporibus rem illum dolorem.,12:00:00
28,21,89,4825.48,MANUTENCAO,Deleniti alias vero optio soluta.,12:00:00
269,21,154,1036.67,MANUTENCAO,Eius voluptatem iure officia.,12:00:00
129,21,70,1198.02,MANUTENCAO,Distinctio molestias hic maxime.,12:00:00
88,21,87,682.55,MANUTENCAO,Nobis odit consequatur.,12:00:00
210,21,281,3050.25,MANUTENCAO,Nemo repellat voluptates quod repellendus.,12:00:00
76,21,214,3263.81,MANUTENCAO,Est numquam odit iste quas cumque.,12:00:00
13,21,98,4644.69,MANUTENCAO,Natus quam commodi.,12:00:00
20,21,178,2624.22,MANUTENCAO,Odit ipsa nisi dicta sapiente.,12:00:00
165,21,29,3224.06,MANUTENCAO,Laborum aut iure minus corporis illum officiis sint.,12:00:00
166,21,50,4843.19,MANUTENCAO,Quam sunt eius non eaque debitis voluptate.,12:00:00
212,21,36,2151.00,MANUTENCAO,Numquam id sed consequuntur.,12:00:00
92,21,228,514.05,MANUTENCAO,Fugiat quos officia impedit deleniti iusto sequi sed.,12:00:00
282,21,213,3467.43,MANUTENCAO,Earum repudiandae delectus.,12:00:00
287,21,76,726.64,MANUTENCAO,Vitae eligendi qui accusantium.,12:00:00
197,21,175,4456.64,MANUTENCAO,Repudiandae ratione iure pariatur vitae provident.,12:00:00
202,21,137,2189.74,MANUTENCAO,Tenetur eum recusandae expedita delectus.,12:00:00
53,21,234,3565.32,MANUTENCAO,Maxime laboriosam voluptatem enim.,12:00:00
181,21,184,532.97,MANUTENCAO,Maiores doloribus assumenda officia.,12:00:00
153,21,267,188.32,MANUTENCAO,Officia officiis necessitatibus.,12:00:00
196,21,258,1226.45,MANUTENCAO,Incidunt natus qui veritatis odit.,12:00:00
211,21,130,1278.89,MANUTENCAO,Provident distinctio tempora doloribus dolorem.,12:00:00
294,21,35,2121.60,MANUTENCAO,Inventore eaque a voluptatem.,12:00:00
133,21,103,3195.61,MANUTENCAO,Repellendus iure odio modi dolore.,12:00:00
257,21,275,3172.82,MANUTENCAO,Accusamus autem amet minima adipisci.,12:00:00
123,21,37,4654.54,MANUTENCAO,Error temporibus pariatur possimus libero inventore recusandae.,12:00:00
17,21,293,1077.71,MANUTENCAO,Modi vitae magni sit officia.,12:00:00
120,21,103,3620.26,MANUTENCAO,Ipsa asperiores error laborum voluptas beatae sunt.,12:00:00
200,21,102,3597.01,MANUTENCAO,At excepturi quibusdam aspernatur nisi velit.,12:00:00
88,21,168,2259.62,MANUTENCAO,Non occaecati dolore culpa placeat.,12:00:00
273,21,252,1628.99,MANUTENCAO,Modi nobis laudantium sunt amet non doloribus.,12:00:00
162,21,300,3838.01,MANUTENCAO,Laborum repellendus unde excepturi provident aliquam.,12:00:00
247,21,134,216.06,MANUTENCAO,Ad voluptatem tempore aspernatur iusto.,12:00:00
200,21,252,4299.10,MANUTENCAO,Deleniti temporibus ad earum ratione autem quas nostrum.,12:00:00
161,21,218,3183.60,MANUTENCAO,Excepturi hic distinctio eum dicta iusto doloremque.,12:00:00
163,21,34,3350.28,MANUTENCAO,At architecto mollitia quasi consequuntur repellat deleniti.,12:00:00
103,21,32,2440.66,MANUTENCAO,Debitis rerum sed suscipit vero.,12:00:00
5,21,55,366.87,MANUTENCAO,Saepe doloremque dolores nobis sequi occaecati.,12:00:00
295,21,118,812.13,MANUTENCAO,Eum praesentium veniam sequi ducimus asperiores id.,12:00:00
54,21,21,4190.21,MANUTENCAO,Sed optio natus ut.,12:00:00
289,21,89,1129.21,MANUTENCAO,Praesentium autem iure atque.,12:00:00
104,21,294,4637.74,MANUTENCAO,Sint vero animi earum neque atque fugiat.,12:00:00
197,21,98,3389.37,MANUTENCAO,Ipsa nulla exercitationem facilis laboriosam nisi libero.,12:00:00
310,21,216,1348.29,MANUTENCAO,Occaecati minus tempora aperiam ducimus similique nostrum.,12:00:00
232,21,98,4142.56,MANUTENCAO,Temporibus molestias perspiciatis mollitia quidem consequuntur modi.,12:00:00
99,21,63,4884.43,MANUTENCAO,Repellendus minima ea laudantium voluptate.,12:00:00
225,21,249,1693.96,MANUTENCAO,Voluptatem quod consequatur id numquam non esse.,12:00:00
110,21,101,1515.98,MANUTENCAO,Voluptates vero expedita labore expedita.,12:00:00
279,21,97,4587.87,MANUTENCAO,Repellendus natus saepe ducimus labore.,12:00:00
8,21,15,480.63,MANUTENCAO,Tempore quod necessitatibus quae ipsam rem excepturi.,12:00:00
134,21,197,2946.74,MANUTENCAO,Eum amet odio a numquam.,12:00:00
146,21,291,2872.38,MANUTENCAO,Rem possimus ut quae aliquam iste.,12:00:00
150,21,132,4148.04,MANUTENCAO,Iste eos voluptate nobis natus.,12:00:00
309,21,154,1208.94,MANUTENCAO,Consectetur dignissimos consequuntur voluptate tempore esse.,12:00:00
238,21,134,1209.67,MANUTENCAO,Expedita qui impedit reprehenderit a suscipit architecto.,12:00:00
106,21,121,3692.14,MANUTENCAO,Provident fugit molestias unde aliquam eligendi laborum.,12:00:00
122,21,37,4502.44,MANUTENCAO,Modi recusandae perferendis ipsa similique est dignissimos.,12:00:00
246,21,142,4695.00,MANUTENCAO,Reiciendis quo laudantium.,12:00:00
241,21,238,4023.45,MANUTENCAO,Eveniet est mollitia eum delectus.,12:00:00
186,21,135,3772.25,MANUTENCAO,Laboriosam modi distinctio tenetur molestiae maiores incidunt.,12:00:00
272,21,295,4456.61,MANUTENCAO,Natus ad quam quam numquam.,12:00:00
123,21,51,637.80,MANUTENCAO,Maxime fugiat ipsam officiis facilis ab.,12:00:00
233,21,29,3099.64,MANUTENCAO,Excepturi ipsam velit.,12:00:00
130,21,277,3297.53,MANUTENCAO,Distinctio minus dolore tempore est maxime.,12:00:00
192,21,276,3091.21,MANUTENCAO,Reiciendis nostrum dicta modi tempore cum.,12:00:00
195,21,295,2553.90,MANUTENCAO,Impedit ipsam dolorum quae nam.,12:00:00
71,21,264,3567.00,MANUTENCAO,Nisi itaque eius quidem rerum quisquam saepe.,12:00:00
188,21,276,4568.80,MANUTENCAO,Itaque fugit nihil eum.,12:00:00
141,21,55,2525.44,MANUTENCAO,Harum est corrupti.,12:00:00
11,21,155,3311.09,MANUTENCAO,Est cumque nam ab officiis.,12:00:00
54,21,267,2052.04,MANUTENCAO,Id illo iure facilis error error.,12:00:00
112,21,285,2419.46,MANUTENCAO,Minus at soluta culpa facere.,12:00:00
12,21,299,4991.11,MANUTENCAO,Officiis beatae occaecati voluptatem.,12:00:00
41,21,31,1619.56,MANUTENCAO,Consectetur aut tempore a similique quas impedit.,12:00:00
283,21,155,1765.71,MANUTENCAO,Labore quo ipsam quidem.,12:00:00
