id_calendario,id_forma_pagamento,id_passageiro,id_origem,id_destino,valor_receita,hora_compra,id_evento
259,1,574,29,30,17.60,06:39:23.47245,
186,1,825,29,22,16.86,22:04:41.861273,
121,1,869,30,12,10.17,05:41:27.227585,
121,1,221,26,13,16.23,10:44:00.078693,
121,1,103,24,13,5.87,22:16:43.279143,
81,1,130,26,27,15.27,23:16:36.921232,
186,1,256,13,12,8.08,16:07:00.085664,
121,1,588,27,13,16.48,07:32:03.575269,
81,1,862,25,14,6.17,20:33:37.34006,1922
3,1,73,23,30,11.83,04:00:36.837214,
97,1,818,12,12,16.22,03:04:57.281783,1799
81,1,127,24,25,10.82,06:06:48.90801,
97,1,56,29,21,15.81,02:36:33.573924,
81,1,732,11,27,6.61,07:44:01.711446,
97,1,452,22,29,15.82,11:13:00.447423,
97,1,636,13,24,8.79,15:00:57.234417,
189,1,320,29,18,14.06,06:29:00.509408,
121,1,812,18,14,8.38,07:24:03.97919,985
121,1,622,11,12,18.59,11:03:13.126829,
97,1,603,27,14,16.09,15:07:32.028469,
49,1,455,16,12,13.89,06:45:45.724654,1794
81,1,16,23,24,11.02,13:13:07.144588,
97,1,242,29,19,11.46,07:49:46.452914,
121,1,248,14,17,16.92,23:40:22.14512,
189,1,430,20,19,14.62,19:49:14.274968,1648
49,1,635,18,12,15.68,18:03:20.680574,565
121,1,40,13,24,8.79,21:15:49.319241,
81,1,525,22,16,3.28,06:04:52.848331,
49,1,643,25,14,6.17,22:02:23.301172,1922
189,1,904,22,25,10.02,14:10:43.780171,
81,1,720,21,25,18.28,06:23:26.636281,
121,1,901,16,24,6.23,23:46:53.647687,
3,1,291,11,23,6.37,10:30:57.1494,
121,1,76,22,28,10.28,21:52:10.457152,
3,1,893,16,19,16.61,14:50:52.637633,
3,1,838,25,14,6.17,00:43:31.974848,1922
81,1,543,19,24,15.00,18:45:42.462696,
49,1,707,22,20,4.81,01:40:53.362352,
186,1,268,25,19,14.06,22:14:48.23463,
3,1,384,19,29,15.70,14:46:25.927134,
121,1,563,24,14,4.05,20:40:03.226385,
3,1,945,26,27,15.27,12:44:27.482581,
186,1,848,20,22,7.19,15:40:44.614109,
121,1,340,21,24,13.78,07:55:07.367881,
97,1,162,26,18,11.64,05:15:31.942331,
121,1,145,15,26,17.74,01:42:49.987885,
3,1,329,27,26,17.84,18:07:13.542809,
81,1,653,15,27,5.91,05:55:38.224062,
81,1,507,20,19,14.62,23:32:23.113344,1648
49,1,928,17,20,19.08,18:58:53.395954,
3,1,503,27,13,8.41,11:57:14.764948,
3,1,810,27,13,8.41,18:17:13.594643,
121,1,408,15,20,3.15,21:08:45.029738,
259,1,84,13,24,8.79,09:42:37.409459,
97,1,154,14,16,11.05,19:41:49.192791,
121,1,139,18,28,9.63,16:07:47.26321,
186,1,242,27,23,9.86,01:43:41.844296,
97,1,180,14,11,5.39,12:03:46.539412,
3,1,499,13,14,7.46,14:41:07.805156,
49,1,670,18,14,8.38,07:40:15.060047,985
49,1,882,20,19,14.62,18:52:50.182405,1648
186,1,147,25,14,6.17,09:42:06.390447,1922
121,1,866,25,22,13.35,23:18:51.447656,
3,1,560,16,17,11.97,01:19:39.664304,
81,1,877,30,30,10.91,16:17:06.931758,
259,1,780,16,12,13.89,18:35:22.163424,1794
97,1,856,25,14,6.17,16:42:54.696215,1922
49,1,960,13,14,7.50,07:32:53.463252,
121,1,463,29,21,15.81,09:40:13.272585,
97,1,545,11,14,6.70,09:42:54.506132,
81,1,242,25,30,18.12,13:47:43.999382,
186,1,901,28,13,16.51,00:46:59.781648,
3,1,200,16,24,6.23,00:51:39.003439,
186,1,137,13,14,17.48,18:14:19.464521,
81,1,95,16,12,13.89,03:46:41.778862,1794
97,1,791,29,29,16.69,16:21:16.194738,
49,1,28,18,14,8.38,20:50:46.816228,985
97,1,85,30,21,17.79,11:15:21.768898,
97,1,47,15,12,18.58,12:58:56.152432,
97,1,91,22,28,10.28,07:25:11.888474,
81,1,167,16,18,7.30,15:21:21.338381,
49,1,572,16,20,10.11,20:17:51.788939,
97,1,581,17,26,17.34,22:52:02.188951,
3,1,595,19,17,10.39,06:41:00.921613,
186,1,264,29,22,16.86,19:25:57.146959,
121,1,402,27,21,11.54,14:23:33.666733,
81,1,564,25,14,3.31,05:37:24.516603,
259,1,490,24,11,5.41,03:00:22.647324,
97,1,242,12,19,15.50,17:16:05.435748,
189,1,778,16,12,13.89,18:24:18.439363,1794
49,1,274,26,29,9.93,14:32:17.930228,
259,1,193,28,12,10.78,19:16:00.310249,
259,1,448,20,19,10.67,13:30:58.511876,
49,1,121,30,28,5.34,02:27:10.251707,
186,1,913,18,14,8.38,18:04:33.323841,985
189,1,100,28,19,5.24,18:31:23.64064,
97,1,821,17,25,15.52,22:54:16.927109,
97,1,616,20,26,12.80,01:12:59.392887,
81,1,670,25,22,19.06,09:53:34.779438,
97,1,622,29,29,16.69,20:20:38.483449,
97,1,375,11,12,16.60,04:01:00.838464,
186,1,180,23,11,19.01,18:21:51.005754,
121,1,34,19,11,8.33,12:55:27.917904,
97,1,692,15,28,17.79,19:32:16.073182,
3,1,453,24,11,5.41,06:49:20.678402,
189,1,818,16,19,16.61,07:26:45.269138,
189,1,540,21,26,9.43,10:01:27.385349,
121,1,774,30,26,8.81,03:52:31.872005,
121,1,727,22,23,11.54,16:15:24.852433,
97,1,571,13,24,4.58,03:57:18.051934,
259,1,394,29,18,13.12,10:33:30.690156,
121,1,562,30,16,3.23,00:02:17.30356,
81,1,962,21,15,16.74,07:37:27.394873,
97,1,152,19,13,5.10,05:32:18.051603,
189,1,59,28,17,6.31,10:09:14.637016,
49,1,212,12,21,18.02,16:59:47.672862,
81,1,148,19,11,8.33,20:48:59.206448,
186,1,242,16,25,19.07,12:31:10.405096,
186,1,307,17,15,11.35,12:15:44.949041,
186,1,159,27,17,6.06,16:29:00.068109,
186,1,194,26,15,17.13,14:36:56.487279,
97,1,386,26,16,6.35,02:30:02.116746,
259,1,108,30,26,8.81,01:21:32.314408,
81,1,785,12,23,6.95,10:32:12.678364,
189,1,855,13,12,8.08,18:12:59.742633,
3,1,748,14,30,19.13,12:39:13.416388,
97,1,828,30,11,14.03,13:25:50.772054,
121,1,11,16,24,6.23,11:59:59.697862,
3,1,184,21,12,12.84,00:40:06.648642,
189,1,877,25,14,6.17,01:51:25.070061,1922
189,1,438,16,24,6.23,19:22:09.921174,
3,1,623,25,13,18.58,22:42:50.42098,
97,1,308,30,19,11.52,13:22:10.706156,
189,1,876,20,19,14.62,11:37:05.112423,1648
121,1,707,18,14,8.38,07:14:34.942563,985
49,1,605,13,29,10.22,02:16:27.71856,
81,1,417,18,14,8.38,09:39:53.527802,985
259,1,949,24,30,15.18,19:52:49.236522,
97,1,364,11,23,6.37,05:45:03.543066,
3,1,919,20,19,14.62,10:53:49.583745,1648
121,1,424,24,17,8.97,18:30:19.204445,
81,1,316,25,14,6.17,10:16:53.023571,1922
81,1,191,13,14,14.41,16:48:37.217226,
186,1,672,19,29,15.70,08:12:00.270502,
97,1,650,18,14,8.38,16:06:03.074167,985
189,1,799,21,12,12.84,23:47:53.471034,
121,1,912,23,24,10.31,05:50:02.422005,
121,1,884,16,25,19.07,02:49:21.085085,
189,1,436,13,28,17.88,18:15:23.65121,
81,1,662,12,21,15.66,20:57:21.17386,
97,1,737,21,24,17.00,09:22:34.333942,
121,1,344,19,24,15.00,17:49:22.580425,
49,1,474,30,14,16.61,02:10:52.040975,
121,1,657,11,23,6.37,02:39:38.907319,
121,1,601,29,27,5.08,07:20:05.201179,
259,1,587,18,14,8.38,00:50:18.801008,985
121,1,89,28,17,6.31,09:48:48.242984,
81,1,342,13,24,11.50,05:27:49.150189,
186,1,725,16,16,5.97,10:41:55.299037,
97,1,790,18,14,8.38,11:30:13.791925,985
121,1,956,13,19,14.94,22:11:02.949761,
81,1,508,30,14,17.11,05:05:39.07686,
3,1,594,16,18,7.30,02:34:56.221219,
121,1,457,16,12,13.89,05:42:57.152331,1794
189,1,849,28,26,10.28,23:56:30.32837,
121,1,68,22,27,17.33,00:09:30.722055,
81,1,189,20,26,12.80,13:55:09.50749,
189,1,980,27,26,10.35,03:19:04.053293,
49,1,266,19,26,17.12,17:57:24.421212,
3,1,303,27,30,8.78,19:46:32.811844,
189,1,112,12,12,16.22,04:04:13.089093,1799
3,1,157,17,26,4.68,08:12:06.172912,
259,1,26,25,25,5.42,13:49:05.716767,
3,1,481,16,15,3.82,09:48:03.895878,
259,1,438,24,28,16.97,06:24:29.419322,
189,1,969,19,17,10.39,04:45:31.984449,
97,1,956,20,13,10.87,17:28:45.332647,
259,1,883,27,30,19.19,03:07:13.248869,
259,1,186,12,12,16.22,16:07:14.053547,1799
186,1,741,12,25,5.99,13:48:30.606002,
189,1,963,16,12,13.89,10:57:28.129146,1794
259,1,273,24,19,16.39,17:27:34.154768,
81,1,87,16,15,10.66,16:40:29.49795,
49,1,918,26,15,17.13,22:28:26.151433,
189,1,564,30,30,12.45,13:22:15.989746,
186,1,725,28,16,16.06,04:13:51.942482,
81,1,672,18,14,8.38,14:18:40.270833,985
121,1,799,16,23,14.43,13:03:43.361757,
81,1,576,25,17,12.74,15:10:30.707447,
3,1,515,20,23,11.83,21:54:06.068692,
189,1,559,22,26,8.19,08:39:26.083603,
189,1,732,18,12,15.68,02:54:42.030928,565
121,1,385,29,29,7.78,22:12:21.844881,
259,1,486,16,12,13.89,19:52:56.862936,1794
3,1,880,29,22,7.00,10:47:57.111223,
3,1,564,22,22,9.56,18:54:18.404958,
121,1,706,13,27,15.97,09:41:01.175304,
186,1,603,29,27,19.90,13:17:58.067594,
189,1,200,25,14,6.17,01:32:55.461346,1922
121,1,46,15,15,7.50,04:18:25.021272,
3,1,87,17,21,4.21,21:00:16.000406,
259,1,743,12,21,18.02,14:09:32.065949,
189,1,758,17,20,19.08,20:45:46.932597,
186,1,331,20,22,7.19,07:17:16.243082,
259,1,819,25,14,6.17,04:32:51.990756,1922
186,1,115,21,13,17.83,14:55:17.075855,
81,1,541,19,18,11.57,05:07:10.0237,
259,1,154,12,12,14.63,09:10:49.32668,
186,1,339,30,30,19.03,19:34:53.499671,
189,1,710,26,19,6.38,00:11:47.304377,
121,1,744,25,14,6.17,11:31:19.897657,1922
49,1,350,26,15,14.65,17:23:43.561123,
97,1,318,18,20,8.59,00:45:35.657128,
189,1,573,12,12,16.22,09:44:16.364469,1799
186,1,415,11,11,8.25,10:36:27.151743,
186,1,640,13,27,15.97,22:34:51.062493,
3,1,43,29,24,5.66,05:03:26.55554,
97,1,141,30,25,15.60,04:17:19.879393,
49,1,475,24,28,16.97,17:27:37.298403,
259,1,667,24,19,16.39,05:46:05.611164,
3,1,774,23,24,19.72,18:50:22.496182,
97,1,713,30,21,17.79,09:33:52.444843,
121,1,307,15,28,17.79,14:10:56.292795,
97,1,769,16,23,14.43,12:35:15.262843,
49,1,96,25,14,6.17,12:55:19.769299,1922
3,1,165,27,19,3.51,22:01:17.990596,
81,1,829,13,22,14.89,08:40:35.002347,
97,1,212,12,12,16.22,20:33:49.294284,1799
121,1,599,29,30,17.60,12:00:12.618674,
3,1,132,21,26,12.16,10:36:06.159589,
97,1,857,13,14,7.73,12:08:54.159971,
186,1,346,27,14,4.62,08:33:08.717947,
3,1,433,18,24,14.84,22:47:13.030045,
3,1,639,25,14,6.17,00:16:12.670375,1922
189,1,76,28,14,10.39,17:34:52.972757,
186,1,405,17,21,4.21,07:24:33.507447,
121,1,787,28,26,6.52,11:31:53.366343,
97,1,315,29,22,7.00,00:18:17.482014,
186,1,869,18,25,15.15,12:03:40.902441,
97,1,534,29,26,19.93,04:17:37.828903,
186,1,672,13,24,8.79,18:49:01.718899,
81,1,275,19,25,19.71,23:08:07.670766,
81,1,190,29,13,16.54,13:16:58.761503,
259,1,732,30,23,5.32,14:20:34.073375,
3,1,832,25,13,18.58,11:44:48.450214,
97,1,697,17,27,13.73,11:13:57.10661,
189,1,909,29,29,7.78,13:38:51.675771,
49,1,1002,28,19,5.24,07:23:36.617338,
81,1,86,18,12,15.68,05:22:01.946125,565
97,1,846,23,26,5.93,19:02:10.392825,
189,1,64,11,23,6.37,22:56:05.023107,
121,1,473,17,20,19.08,04:05:03.588792,
121,1,223,18,12,15.68,19:55:44.000008,565
259,1,649,20,19,14.62,16:33:34.551422,1648
121,1,221,30,16,3.23,03:45:10.411137,
81,1,456,24,25,10.82,18:06:25.312406,
121,1,523,30,14,16.30,18:07:30.279709,
186,1,710,29,22,16.86,05:27:12.224989,
97,1,393,24,14,4.05,14:18:20.376959,
49,1,109,14,29,3.86,01:05:56.981926,
186,1,52,13,14,17.48,15:39:18.698264,
49,1,130,18,24,14.84,10:14:53.052524,
97,1,264,21,24,13.78,23:03:20.822359,
97,1,448,21,22,12.84,22:36:05.150789,
3,1,98,18,14,8.38,17:39:36.637435,985
186,1,554,11,12,6.20,01:09:59.298773,
49,1,550,25,14,6.17,10:18:13.984928,1922
189,1,566,25,19,14.06,23:02:37.285305,
259,1,518,17,24,13.44,04:04:26.11911,
81,1,950,28,12,10.78,15:43:50.139522,
186,1,630,29,22,7.00,11:18:32.706154,
121,1,141,29,19,11.46,19:36:46.951304,
97,1,615,18,20,8.61,18:39:05.19611,
186,1,253,23,24,15.78,23:58:11.627465,
189,1,574,26,24,13.95,02:25:10.480381,
97,1,43,20,19,14.62,22:35:38.152498,1648
3,1,409,12,13,17.79,11:55:08.741211,
259,1,32,30,23,5.32,02:35:57.7308,
189,1,190,16,16,4.20,12:28:46.623984,
97,1,896,29,29,16.69,03:16:07.049703,
3,1,741,27,21,11.54,08:15:11.328718,
121,1,166,13,24,11.50,05:59:40.727195,
49,1,881,15,20,16.76,03:07:59.584361,
97,1,628,20,19,14.62,09:09:01.887173,1648
49,1,949,18,12,15.68,05:54:37.289298,565
189,1,815,29,24,10.12,00:34:28.074174,
81,1,943,18,13,8.82,18:55:04.583568,
81,1,839,30,14,16.61,10:48:20.114068,
49,1,952,25,20,4.29,00:55:16.869986,
186,1,420,28,11,5.53,19:44:41.125047,
121,1,137,29,18,13.12,16:53:32.541682,
81,1,976,13,17,19.05,08:33:52.220675,
49,1,317,30,17,11.16,14:18:55.697476,
3,1,718,18,14,8.38,21:09:18.132685,985
81,1,127,15,21,8.21,13:26:46.979032,
49,1,191,12,12,16.22,01:45:04.158916,1799
49,1,98,20,19,14.62,05:06:18.299131,1648
81,1,161,26,20,5.58,09:23:43.345773,
186,1,443,25,22,13.35,02:21:11.977129,
259,1,849,15,27,3.83,06:34:02.405928,
189,1,274,16,21,14.18,03:40:24.604867,
189,1,357,29,19,11.46,11:39:46.083432,
259,1,428,16,12,13.89,19:33:43.124212,1794
3,1,472,17,22,9.22,12:00:40.01813,
3,1,19,28,27,17.92,03:13:40.237041,
81,1,358,15,21,4.93,11:02:12.912804,
49,1,676,24,24,10.93,12:57:20.385851,
189,1,903,25,14,6.17,23:52:55.275944,1922
97,1,532,29,27,19.90,21:45:47.887064,
189,1,352,14,29,8.20,06:49:04.133523,
49,1,1028,29,21,15.81,21:00:19.853944,
186,1,967,22,27,17.33,18:31:40.27432,
189,1,407,27,14,4.62,10:23:55.06251,
81,1,210,28,14,10.39,14:06:00.360633,
121,1,328,17,27,13.73,15:46:09.296513,
189,1,250,15,19,10.05,16:44:43.965401,
3,1,562,14,11,5.39,05:27:23.036682,
186,1,538,17,26,17.34,12:46:18.094223,
3,1,233,11,24,13.66,21:48:54.72985,
189,1,814,26,18,19.99,23:34:55.172524,
97,1,282,29,13,16.54,03:33:38.079806,
121,1,871,16,12,13.89,08:20:16.212462,1794
186,1,913,16,19,13.01,13:22:45.976694,
186,1,270,16,12,19.10,19:41:54.933046,
259,1,76,15,29,6.35,09:32:19.292723,
3,1,817,28,20,18.14,10:24:59.860644,
49,1,682,13,12,14.31,05:02:30.703932,
186,1,864,30,24,11.93,06:46:53.378797,
97,1,974,25,23,11.75,22:51:54.608089,
186,1,728,18,30,19.94,16:19:43.407562,
81,1,247,30,26,8.59,19:30:15.974786,
81,1,642,15,30,12.37,13:43:23.419116,
186,1,575,14,19,10.60,20:45:26.492715,
3,1,996,17,25,4.09,23:29:29.084804,
81,1,448,23,22,12.71,19:51:03.280839,
189,1,748,18,14,8.38,01:03:25.028045,985
186,1,1036,25,14,6.17,09:29:26.924598,1922
81,1,534,20,13,18.76,12:48:35.126906,
49,1,396,25,14,6.17,12:42:01.082965,1922
259,1,889,18,12,15.68,13:28:28.533173,565
121,1,506,15,14,5.92,21:43:55.854084,
49,1,754,21,22,18.16,07:51:17.254864,
3,1,640,20,19,14.62,09:45:54.295598,1648
3,1,228,26,18,19.99,23:00:05.058191,
97,1,564,15,15,7.47,14:18:08.716668,
81,1,238,25,14,6.17,07:48:42.253436,1922
186,1,687,30,17,11.16,19:18:27.672664,
189,1,992,15,14,5.92,18:40:13.528956,
81,1,213,23,19,11.83,22:54:17.898939,
81,1,546,17,25,15.52,13:36:59.793679,
189,1,333,28,26,10.28,18:45:26.317983,
49,1,81,25,14,6.17,18:21:03.269032,1922
259,1,943,14,29,8.20,01:38:48.392985,
121,1,148,30,28,5.34,17:42:01.491688,
259,1,790,25,14,6.17,18:44:04.668156,1922
97,1,878,16,12,13.89,13:07:44.101102,1794
97,1,116,19,26,17.12,16:32:19.194034,
97,1,275,17,20,5.07,04:01:46.236575,
121,1,639,20,19,10.67,02:40:25.821389,
121,1,639,11,12,16.60,14:45:23.861188,
121,1,219,14,19,10.60,07:26:57.570645,
97,1,787,16,16,13.73,14:37:05.153302,
3,1,407,19,11,8.33,04:59:06.280212,
121,1,427,14,29,6.53,10:55:49.771585,
81,1,270,13,20,10.86,18:11:26.723631,
81,1,251,19,11,8.33,03:35:09.686479,
186,1,440,25,14,6.17,03:03:44.550288,1922
49,1,987,19,28,18.93,20:12:51.600153,
3,1,653,16,27,13.56,15:38:13.16721,
259,1,264,20,14,6.27,17:17:14.185121,
81,1,213,24,16,9.94,02:59:07.657154,
121,1,485,21,22,18.16,22:51:30.299946,
81,1,276,25,15,3.15,05:56:03.815409,
81,1,991,14,15,6.90,22:00:36.988657,
81,1,520,16,12,13.89,18:11:52.3771,1794
186,1,672,11,25,14.63,13:41:48.691588,
3,1,498,25,14,6.17,09:20:22.725471,1922
189,1,274,29,17,17.93,21:16:19.774357,
259,1,520,26,18,10.24,06:30:16.386049,
121,1,929,15,21,8.21,10:17:53.086131,
121,1,591,25,14,6.17,19:32:35.000717,1922
97,1,464,15,24,11.61,02:34:12.237517,
259,1,847,15,29,14.31,02:23:42.677834,
186,1,1035,12,12,16.19,00:32:41.705998,
97,1,296,16,19,13.01,03:01:56.603159,
3,1,169,18,30,19.94,18:05:20.195924,
97,1,347,29,18,14.06,08:49:08.206299,
259,1,398,21,22,12.97,19:14:14.53118,
189,1,129,20,13,10.87,12:09:44.409875,
97,1,398,28,17,6.31,19:03:15.381867,
189,1,739,25,23,11.32,07:14:24.117796,
49,1,406,18,29,19.09,02:52:37.375002,
121,1,840,20,19,10.67,06:55:26.187487,
49,1,37,15,30,12.47,18:31:19.406806,
81,1,511,16,14,17.59,09:30:37.497963,1520
97,1,676,18,14,8.38,12:26:42.876096,985
97,1,573,11,23,6.37,20:51:39.76302,
259,1,891,25,23,11.75,09:30:12.452106,
121,1,1063,28,24,3.41,00:48:34.403271,
259,1,1064,17,19,11.82,05:33:11.126888,
81,1,466,16,23,14.43,04:28:27.614684,
49,1,307,25,22,13.35,08:07:50.636934,
259,1,200,18,14,8.38,03:19:29.346729,985
81,1,819,14,17,16.92,07:00:20.281868,
97,1,707,22,22,9.56,11:14:06.136361,
121,1,611,26,16,6.35,14:25:22.884667,
3,1,651,15,27,5.91,11:41:40.514171,
49,1,198,13,24,19.32,18:44:10.877445,
81,1,284,15,19,10.05,23:28:19.34852,
121,1,1059,20,14,6.27,14:47:38.977601,
97,1,1032,25,16,18.51,05:49:08.886748,
121,1,14,11,15,8.64,12:57:19.990558,
259,1,197,22,27,15.55,08:38:15.129104,
97,1,255,18,14,8.38,06:49:23.139675,985
121,1,826,25,17,12.74,09:57:59.385126,
81,1,644,12,26,15.49,15:33:22.116521,
3,1,775,23,30,11.83,01:24:47.144354,
49,1,25,25,25,6.13,04:34:15.070811,
186,1,973,11,25,19.63,06:43:55.049483,
81,1,127,30,29,19.08,15:01:43.098781,
121,1,263,15,19,10.05,16:03:57.495659,
49,1,894,14,29,6.53,09:32:15.388393,
259,1,720,22,12,19.75,10:15:18.321424,
259,1,278,15,21,5.27,19:48:22.244503,
121,1,236,29,18,13.12,18:09:53.669456,
49,1,1011,16,21,14.18,09:32:45.696548,
186,1,105,16,26,18.97,21:03:41.247176,
97,1,1010,25,14,6.17,12:45:13.64938,1922
121,1,298,25,22,19.06,01:40:36.198817,
189,1,300,21,20,9.18,11:58:27.232684,
186,1,705,25,19,17.79,09:21:09.415787,
97,1,815,24,13,5.87,13:31:41.34583,
121,1,98,16,30,12.17,08:39:31.281951,
49,1,78,25,14,6.17,10:42:34.802717,1922
121,1,730,25,14,6.17,13:49:25.24649,1922
186,1,509,20,19,14.62,11:10:39.672352,1648
81,1,181,21,24,17.00,18:03:27.37363,
3,1,959,17,26,17.34,13:51:25.705995,
3,1,269,27,26,15.54,00:30:35.343309,
81,1,1006,20,19,14.62,16:34:33.363227,1648
189,1,151,12,12,16.22,19:12:54.472511,1799
189,1,160,28,13,16.51,09:00:31.937837,
186,1,197,21,27,9.33,23:40:00.606474,
121,1,661,18,12,15.68,07:58:14.048528,565
121,1,505,25,14,6.17,16:49:03.16636,1922
3,1,1052,27,15,9.81,23:47:32.002691,
49,1,590,20,22,7.19,09:11:36.247992,
186,1,584,23,24,15.78,10:41:06.238172,
189,1,776,26,15,16.81,22:02:32.323394,
49,1,335,11,19,9.94,10:42:59.886453,
189,1,383,18,15,8.04,11:32:47.782918,
259,1,93,24,16,9.94,16:26:27.237603,
259,1,1010,26,27,15.27,06:18:47.582626,
121,1,1063,25,25,6.13,17:58:54.730158,
49,1,133,16,12,13.89,22:56:15.347843,1794
186,1,229,25,14,6.17,20:09:21.447515,1922
186,1,313,18,12,15.68,09:43:25.023065,565
3,1,781,16,14,17.59,18:00:15.498169,1520
121,1,199,16,19,16.61,09:43:44.954145,
97,1,92,13,24,19.59,17:03:01.892558,
186,1,627,22,30,15.03,22:19:07.786886,
97,1,1063,19,12,3.75,12:10:11.900142,
97,1,738,19,19,17.71,21:47:34.32221,
121,1,541,30,28,5.34,16:24:20.83906,
3,1,904,20,25,5.34,03:56:02.225035,
186,1,246,12,12,16.22,21:44:12.063815,1799
189,1,728,22,16,3.28,21:45:10.299335,
186,1,794,28,26,10.28,14:04:46.475953,
189,1,137,19,30,6.42,04:39:45.765051,1083
3,1,765,24,18,18.45,10:19:29.508218,
81,1,1038,20,22,7.19,16:47:36.26627,
49,1,539,17,25,13.01,04:56:07.044086,
189,1,1026,25,14,6.17,02:51:54.26411,1922
3,1,663,25,25,17.15,13:43:37.371674,
49,1,583,20,14,18.35,15:03:17.591149,1096
259,1,775,25,22,19.06,13:22:40.231352,
49,1,464,25,13,19.73,12:23:41.665752,
259,1,852,19,16,11.99,17:31:35.511514,
97,1,210,17,22,9.22,01:38:21.445979,
121,1,106,29,24,5.66,01:30:52.253519,
186,1,297,11,24,13.66,18:56:56.803301,
3,1,65,18,12,15.68,08:06:41.530058,565
121,1,820,27,13,8.41,09:10:01.907277,
3,1,1047,23,29,5.92,15:43:34.771409,
81,1,460,18,14,8.38,16:16:08.201875,985
97,1,141,25,23,11.32,20:27:54.242604,
259,1,538,24,18,16.61,12:04:40.218077,
121,1,259,21,26,9.43,15:00:22.173483,
97,1,782,16,14,17.59,11:17:34.550831,1520
81,1,73,16,26,18.97,10:48:20.847444,
121,1,538,18,14,4.91,07:54:35.298137,
97,1,757,27,30,19.19,05:43:18.368448,
121,1,672,18,17,12.02,10:20:15.754158,
121,1,655,15,12,5.01,15:32:07.644003,
189,1,822,17,22,15.98,02:44:25.227921,
49,1,997,22,15,10.34,14:17:45.018857,
121,1,689,14,28,19.52,17:29:03.095752,
97,1,721,25,22,19.06,11:46:10.118984,
49,1,924,25,14,6.17,15:53:54.93364,1922
121,1,604,25,25,6.13,10:44:16.385617,
49,1,1002,17,28,15.24,20:55:59.864075,
81,1,809,27,30,19.19,01:41:51.139511,
81,1,1052,18,14,8.38,10:45:39.843123,985
97,1,955,21,22,18.16,12:53:24.405864,
259,1,826,20,11,6.40,05:46:30.553024,
259,1,534,21,28,17.68,14:43:58.358512,
49,1,730,24,16,9.94,07:59:43.321865,
259,1,461,15,18,14.13,14:26:21.550366,
3,1,560,25,14,6.17,23:02:03.843216,1922
81,1,273,16,23,6.09,10:18:08.666673,
49,1,692,27,28,8.42,21:45:48.492958,
97,1,1063,13,28,17.88,04:13:25.475482,
121,1,988,25,13,19.73,01:36:45.423198,
97,1,426,26,22,12.75,07:23:26.811664,
121,1,16,24,18,3.54,11:15:37.528305,
3,1,879,27,13,16.48,23:16:20.472647,
3,1,888,28,26,6.52,23:02:53.706582,
81,1,159,23,18,3.43,04:13:20.514071,
259,1,503,25,14,6.17,05:42:10.755096,1922
259,1,305,16,12,13.89,07:06:58.479515,1794
81,1,593,21,13,8.74,00:58:00.711723,
121,1,1062,22,28,10.28,17:43:41.945631,
189,1,142,12,30,11.29,01:25:34.682456,
3,1,150,12,19,15.50,17:19:55.856833,
189,1,226,11,14,3.51,16:09:05.713993,
259,1,854,18,12,15.68,09:40:54.912524,565
121,1,583,25,14,6.17,06:44:39.550814,1922
121,1,571,26,15,16.81,05:49:18.642,
121,1,852,12,21,15.66,08:56:56.575141,
121,1,923,18,14,4.91,09:56:12.35206,
121,1,297,16,21,14.18,07:25:09.412936,
121,1,563,22,26,8.19,16:30:32.162006,
81,1,1095,30,30,10.91,01:08:57.418988,
189,1,68,18,14,8.38,02:30:59.521123,985
49,1,873,27,19,4.25,20:39:02.142508,
189,1,500,19,24,11.10,21:34:26.142598,
189,1,883,25,14,6.17,05:14:04.235701,1922
49,1,760,20,19,14.62,23:12:41.533319,1648
186,1,1066,18,25,6.39,01:30:45.058049,
49,1,952,19,22,18.02,21:12:45.570588,
49,1,395,19,25,5.77,11:43:20.189294,
186,1,442,18,25,16.82,10:08:23.965253,
49,1,848,26,22,12.75,04:20:52.836846,
81,1,821,13,20,10.86,16:12:49.930961,
186,1,613,12,20,13.11,13:20:56.815589,
49,1,330,14,23,3.77,20:44:13.188424,
186,1,832,13,21,13.41,10:24:44.583706,
189,1,923,19,24,11.10,08:06:01.800232,
49,1,983,24,28,16.97,01:43:27.6676,
3,1,444,25,14,6.17,21:46:52.217836,1922
186,1,500,23,26,5.93,11:25:19.202163,
121,1,383,22,22,9.56,07:25:07.884012,
259,1,601,27,22,16.19,14:00:28.716878,
189,1,331,20,29,12.29,18:22:34.354562,
186,1,125,19,19,17.71,03:15:10.219085,
259,1,239,24,30,15.18,10:52:36.267801,
97,1,1071,20,19,14.62,00:48:54.537525,1648
121,1,807,21,23,11.04,12:35:41.377983,
3,1,1011,13,17,19.05,02:25:26.41479,
3,1,335,21,15,16.01,06:24:02.046891,
186,1,1019,25,14,6.17,02:35:43.572665,1922
259,1,1030,18,13,8.94,03:23:37.261113,
259,1,450,19,17,10.39,07:31:52.182611,
3,1,541,12,23,19.92,13:00:58.068503,
121,1,700,19,13,5.10,12:10:02.938518,
81,1,563,25,14,6.17,15:17:27.324733,1922
49,1,99,22,27,17.33,17:51:15.22855,
121,1,509,25,19,14.06,19:35:46.437597,
3,1,166,29,27,4.96,09:51:31.356729,
189,1,107,12,26,15.49,22:34:06.010448,
186,1,549,21,16,13.47,16:24:15.381042,
186,1,632,12,26,10.05,03:23:16.950845,
